51303826953,dcc,284,37
51303826973,gda,20,171
51303827659,cfe,260,161
51303827838,eab,299,226
51303853415,gff,89,200
51303856662,ggb,132,67
51303904929,dbd,33,182
51303920096,gce,239,137
51303923969,bga,52,166
51303927905,ace,260,305
51303982635,dgf,186,261
51304001034,cdf,68,25
51304010607,bdc,219,176
51304018255,eba,13,157
51304038960,afg,69,82
51304080471,ggg,143,208
51304098963,fef,270,261
51304105647,gfe,294,242
51304114301,dda,230,254
51304123398,cfa,39,294
51304142858,aca,194,132
51304173776,ead,41,45
51304188566,aeb,130,136
51304207711,eag,280,201
51304213124,ded,83,172
51304222679,bfg,29,117
51304232242,dfb,169,189
51304237764,fbd,175,232
51304242015,cga,207,100
51304249846,cfg,15,262
51304252946,bce,122,107
51304253890,bgc,113,183
51304256756,eed,248,280
51304266216,gcc,225,93
51304273253,aed,279,268
51304274265,caf,160,216
51304285744,bef,258,201
51304286849,ecb,163,159
51304297402,fbd,192,199
51304302510,fad,264,164
51304307163,cda,199,249
51304327169,dea,290,39
51304328846,fcc,201,282
51304335115,fee,270,266
51304339733,dbe,30,156
51304393145,daf,271,75
51304427107,ccb,285,63
51304474224,bdb,228,248
51304496219,gdc,215,47
51304504263,cbd,78,45
51304528038,efc,46,94
51304557415,eag,241,182
51304557547,fbf,133,140
51304559444,fba,88,181
51304598707,bde,248,29
51304604170,gde,293,74
51304606939,age,127,91
51304654992,eef,132,209
51304674972,efg,6,97
51304685048,afd,221,111
51304720258,adb,243,20
51304726534,eff,238,225
51304733067,fga,173,53
51304745687,ddd,115,116
51304785404,ccc,273,292
51304806023,fbg,131,93
51304839197,fdb,217,122
51304854522,fed,228,196
51304854877,fcb,20,354
51304867295,bag,62,17
51304875582,fbe,282,113
51304901541,abb,33,146
51304952738,fbb,119,175
51304962404,gea,276,177
51304976076,edc,172,256
51305001583,abd,265,55
51305026915,gfd,37,264
51305029319,eag,75,192
51305038006,cbb,233,194
51305041195,ebg,80,42
51305068157,ccd,258,182
51305089059,gfa,98,174
51305089198,add,186,39
51305105729,aea,143,213
51305130890,eed,213,324
51305151810,gec,148,266
51305175535,afe,5,133
51305227269,fde,210,218
51305230984,fgb,138,275
51305270207,faa,288,52
51305282499,edd,167,86
51305294220,aef,239,206
51305305853,bgb,271,220
51305311191,dea,58,44
51305341380,gce,286,147
51305345146,fcd,48,322
51305349178,bef,159,162
51305354172,ece,165,56
51305359923,beg,20,50
51305365443,dce,234,246
51305385716,aaf,35,156
51305386991,eda,83,118
51305461074,dfd,81,198
51305461716,beb,119,115
51305471090,ded,116,194
51305495759,cgf,47,60
51305503887,ccf,220,72
51305515374,fbc,242,32
51305523604,ddg,98,119
51305537117,gff,19,206
51305563025,bcc,250,207
51305569566,efd,295,337
51305579706,fca,233,147
51305588881,ddc,55,201
51305590188,gdd,116,112
51305599837,cfc,50,280
51305609510,cdb,46,128
51305654857,gfe,192,220
51305661834,dde,171,111
51305678437,gbb,22,13
51305710405,ade,285,159
51305723653,bdg,227,105
51305725451,gde,180,72
51305729135,fab,32,73
51305765920,eea,77,38
51305766689,bfc,26,253
51305768092,eaa,298,24
51305772694,gag,183,168
51305805883,ggg,69,222
51305868217,cda,204,283
51305872042,ccg,250,24
51305887042,fcb,74,290
51305919226,bbc,144,222
51305958213,gcc,218,78
51305959600,abd,157,53
51305962107,ggf,209,243
51305963078,ebc,42,165
51305964898,ceb,258,214
51305970114,bgg,106,52
51305974032,ddd,18,120
51305981154,eae,71,299
51306034207,bca,242,218
51306064639,cfb,116,209
51306101095,cgc,54,155
51306132140,efe,82,288
51306143163,ebe,220,92
51306172791,ccg,252,26
51306208406,ggd,146,305
51306223500,ebb,148,5
51306245397,gca,56,63
51306246171,gdf,13,36
51306255303,abf,105,264
51306263577,ceb,277,171
51306264297,dca,197,131
51306265191,ffc,24,123
51306297849,eae,139,355
51306317697,bdd,147,95
51306341218,cag,71,49
51306348388,cbf,299,93
51306353503,bbg,158,147
51306386847,aff,182,20
51306388123,cef,234,265
51306418105,eaf,210,95
51306420797,dee,175,68
51306430773,fea,162,52
51306490580,edf,145,270
51306535761,eca,118,129
51306539896,gbd,96,146
51306547930,dfc,219,39
51306563663,ccg,142,22
51306564567,ece,12,49
51306588882,gdf,164,39
51306623251,cdb,28,121
51306627628,edb,177,224
51306633842,aec,285,246
51306634987,dfb,115,207
51306637420,aeg,134,61
51306638483,cgd,118,13
51306642096,cfd,118,229
51306683995,eca,268,143
51306749208,acc,293,181
51306788568,ecg,80,79
51306797469,bce,211,89
51306816192,acg,161,162
51306835585,caf,129,220
51306852169,bba,225,168
51306878810,agb,17,214
51306886014,cac,176,153
51306886811,eec,131,276
51306888864,bbf,111,150
51306889175,dgb,162,240
51306896525,bac,189,267
51306908519,dcf,167,229
51306911745,dbg,257,169
51306934906,ead,73,47
51306938156,afd,27,123
51306955559,gag,254,199
51306959000,cfd,97,208
51306961684,egg,159,220
51306965802,agg,113,129
51306981631,abg,90,150
51306988410,ede,29,225
51306991869,cbe,107,65
51307000919,dcd,76,234
51307006029,aag,7,83
51307022209,eda,101,107
51307024128,egd,101,90
51307043735,ece,273,55
51307078880,cba,136,52
51307091197,bee,121,138
51307113063,aac,119,252
51307150311,bbf,19,159
51307171508,bec,81,271
51307191159,feb,254,206
51307209038,cbe,240,61
51307292161,abe,272,106
51307300169,cab,109,226
51307303321,bgd,68,47
51307303533,egb,190,260
51307346762,bcd,97,215
51307374218,bga,141,136
51307382548,ace,219,326
51307474933,dab,52,43
51307482446,cae,289,99
51307488833,bcc,152,180
51307490725,afc,179,24
51307529219,bfa,122,35
51307538028,bef,63,136
51307562876,cge,48,171
51307584547,eba,49,153
51307585349,fce,180,155
51307617966,ffd,28,272
51307620152,fac,9,33
51307629822,dfa,128,13
51307636746,aea,292,181
51307642743,egc,204,174
51307647138,agc,130,230
51307648236,bce,65,96
51307665370,ddc,68,166
51307697511,dcg,240,102
51307701222,bed,117,40
51307706135,dbc,43,133
51307716854,dbf,205,21
51307723555,aga,67,29
51307727649,gce,43,145
51307752651,ged,204,78
51307759730,eab,101,210
51307760523,feg,100,30
51307776117,cad,181,274
51307796200,abb,198,135
51307800277,gcd,49,206
51307805634,fcg,2,67
51307813763,aae,243,50
51307834312,cdd,166,113
51307842274,bcf,86,71
51307844415,cbc,154,202
51307846044,afg,99,76
51307891160,ebf,52,221
51307904258,gdb,152,9
51307911804,adg,241,284
51307920705,dag,165,254
51307922149,acd,139,210
51307933631,fag,231,120
51307938973,dce,198,285
51307955591,dgb,265,211
51307965018,ceg,113,87
51307983940,bae,61,135
51307992927,bde,212,32
51308001050,bfc,83,273
51308003228,bbe,37,223
51308003861,ccd,199,189
51308004836,ggc,283,225
51308041660,cgb,259,245
51308081269,gec,36,281
51308083467,acb,171,242
51308086033,gbe,233,7
51308096058,cbg,118,72
51308104970,fcg,164,58
51308107975,fag,160,116
51308130612,beb,69,124
51308136331,ebe,22,91
51308141427,dde,53,103
51308157846,ecg,9,77
51308180030,fge,62,80
51308189593,ccb,58,52
51308197677,gbf,96,6
51308213656,ddf,199,8
51308216529,cgg,184,230
51308224574,bdb,75,213
51308241183,fbc,189,27
51308248895,gae,233,157
51308259477,fcf,189,12
51308265448,cce,10,145
51308265523,cdg,201,203
51308265536,bea,25,47
51308271423,cda,35,294
51308304400,bcb,255,200
51308328326,dgf,19,216
51308328768,eee,11,38
51308329322,bfb,79,289
51308363711,cab,249,194
51308365212,agb,121,228
51308378364,dgd,169,161
51308426493,dbd,86,205
51308437350,abc,87,164
51308444430,cga,242,110
51308454049,afb,116,214
51308456066,fff,201,76
51308466751,dca,157,141
51308466907,aaa,85,190
51308474950,eba,40,122
51308481103,faa,145,56
51308491353,fdb,93,98
51308505344,fcc,269,313
51308505645,deg,48,218
51308516423,abg,11,177
51308533131,ffe,161,30
51308561649,bff,187,159
51308567932,fcd,242,270
51308587959,fgf,51,289
51308599587,aee,212,142
51308601718,bda,260,96
51308636641,ffg,152,6
51308645130,aca,108,130
51308655763,fad,263,159
51308656620,dbf,95,20
51308658588,deb,89,77
51308670558,eec,202,223
51308688262,gfd,64,237
51308695032,gee,190,100
51308702251,fce,123,181
51308703902,bbd,260,102
51308705079,dec,93,177
51308734797,fdg,46,40
51308746957,dga,235,240
51308759163,bca,3,226
51308771321,gef,293,52
51308777476,fab,35,79
51308782353,ffa,177,284
51308783524,ecc,168,228
51308784913,eac,203,284
51308789603,ccd,127,198
51308789649,fdf,219,287
51308811494,bgf,234,184
51308814073,fga,266,59
51308836715,dge,33,132
51308848420,dfg,25,208
51308848966,ege,216,179
51308854010,baa,236,338
51308857374,efe,12,267
51308861290,fae,87,31
51308861964,bec,165,287
51308874105,dac,104,224
51308889081,bcg,46,33
51308898006,dfe,211,68
51308903468,def,21,206
51308909857,bfd,218,181
51308911086,ced,42,205
51308927474,edd,243,95
51308933602,ccc,79,268
51308937117,agb,148,257
51308955184,ega,103,35
51308959454,efg,207,79
51308970576,cea,203,10
51308999051,agf,220,174
51309022368,fde,265,174
51309032160,adc,217,112
51309037675,ccd,14,168
51309061168,gdf,105,36
51309090143,gba,243,191
51309093965,bee,152,131
51309103006,daa,275,71
51309119867,gbc,132,199
51309120636,fge,103,84
51309129620,bgf,59,204
51309137935,gca,75,50
51309141822,eee,93,33
51309145982,gaa,160,111
51309146521,aab,280,223
51309153074,agd,230,185
51309175446,bgd,137,49
51309183963,bad,61,197
51309185714,ecc,161,186
51309193598,ecd,165,183
51309205141,bfd,146,188
51309207780,edg,167,190
51309221938,aac,126,299
51309228714,aec,269,206
51309230921,adf,9,306
51309238737,eeb,37,28
51309260176,gff,63,183
51309266138,aeg,152,57
51309282046,egf,73,280
51309306482,gad,25,274
51309312382,aga,143,27
51309317383,aad,41,85
51309332294,bbg,81,148
51309344143,ddb,220,306
51309345773,bbd,217,83
51309349956,afc,183,19
51309367724,aba,278,118
51309395555,gfg,97,295
51309410350,aea,134,148
51309419318,bdf,118,46
51309433706,dff,195,7
51309454903,cbc,279,185
51309469359,ada,35,218
51309478375,dbd,259,200
51309505790,bbe,64,225
51309506583,bge,133,83
51309510095,cag,40,50
51309527152,gcb,222,297
51309529551,eeg,271,117
51309533247,bdd,93,104
51309540509,ecf,224,20
51309579885,bfe,56,30
51309580011,ccg,62,23
51309600841,dgg,89,92
51309601460,bff,115,149
51309605100,ade,193,151
51309606153,fec,28,40
51309608561,ddd,237,108
51309616491,ead,198,48
51309630055,fbb,22,199
51309661345,gac,263,76
51309694529,bbb,43,21
51309698063,ebf,36,176
51309708813,gcg,203,13
51309716429,eca,38,153
51309742323,dcd,242,236
51309773216,gaf,157,77
51309777362,gdg,261,244
51309779982,ebd,167,235
51309806248,dfd,180,227
51309824923,eab,164,207
51309827698,dcg,218,106
51309832988,gcf,163,281
51309848504,dcb,149,289
51309857962,dba,219,5
51309861413,cff,164,102
51309866179,fba,233,202
51309866914,efa,99,120
51309874396,faf,291,81
51309878685,dgc,99,58
51309886042,afd,209,136
51309887856,cfb,266,188
51309897407,ddd,85,123
51309904686,bee,103,144
51309912442,efb,128,251
51309930990,cef,147,219
51309972948,gab,240,176
51309991223,ecg,282,77
51309994029,fbe,70,117
51309999084,eab,81,227
51309999909,dbb,15,261
51310035971,fef,217,214
51310055509,cbb,102,221
51310067908,agf,175,168
51310096659,fgb,220,239
51310097501,cde,153,192
51310113445,ffb,54,136
51310124251,dbc,233,122
51310124697,dfa,21,15
51310180827,gfc,249,91
51310182875,adc,181,100
51310200641,cbg,183,78
51310212139,bac,125,283
51310229275,fbf,180,112
51310249341,fbg,98,105
51310260557,aad,179,101
51310291547,aaf,263,145
51310298157,bba,275,141
51310298601,cca,201,218
51310301582,bbg,16,149
51310306117,bga,293,134
51310323763,gaa,171,130
51310325567,dae,263,257
51310329085,ecc,88,174
51310365361,dde,224,117
51310372610,cgd,220,11
51310389741,abf,80,266
51310415111,bab,179,89
51310423857,egg,65,189
51310436923,bag,178,14
51310440795,gge,108,397
51310483495,bfg,109,97
51310528977,agg,130,148
51310530772,ede,147,184
51310543412,caa,225,55
51310544625,age,191,83
51310551943,dcc,216,31
51310560036,fdc,295,206
51310582957,gga,220,106
51310610883,cgc,270,139
51310614967,fgc,180,232
51310647626,afa,179,75
51310648005,aga,194,23
51310676077,gcc,263,70
51310695736,bfa,146,35
51310711347,dfc,56,46
51310749113,edf,210,302
51310772578,gbc,265,197
51310783739,edc,208,276
51310784357,efg,195,88
51310799377,cbe,293,54
51310815658,dea,258,48
51310840321,fgd,33,33
51310853161,fee,57,244
51310860815,fed,296,219
51310875748,fbf,201,104
51310891782,gbg,174,211
51310918828,dbe,197,157
51310932872,bea,29,44
51310956787,bcg,289,33
51310976067,cbg,81,74
51310988353,fgc,151,248
51311021205,cbd,72,40
51311024598,gag,50,199
51311040502,afd,232,156
51311071063,egf,145,324
51311122900,add,291,40
51311140455,ccg,124,19
51311141744,fae,196,31
51311153772,dcc,62,33
51311173472,dad,171,127
51311232216,abb,169,116
51311245389,ggd,264,247
51311263897,fbb,119,224
51311265354,ace,164,365
51311303287,cdc,134,166
51311313314,bca,77,266
51311319998,adb,147,17
51311331558,cda,138,246
51311333080,bae,96,108
51311335043,ggb,191,54
51311358685,ebe,267,94
51311369969,ada,170,194
51311408465,aeb,18,160
51311418666,dab,288,35
51311439949,efa,2,116
51311451358,cgb,28,200
51311453429,gee,33,89
51311480004,gfe,232,178
51311481336,fbd,95,214
51311487751,eef,108,236
51311490536,fda,114,187
51311506324,acg,71,174
51311508311,geg,108,114
51311577399,dfg,21,178
51311624857,bec,97,324
51311679875,fcb,205,234
51311722295,fcg,295,63
51311738570,fbc,293,29
51311752171,bbe,67,256
51311770680,dda,141,264
51311801229,gdb,119,7
51311828759,gcf,168,261
51311851744,agg,282,168
51311852241,eed,127,268
51311882429,abe,64,90
51311897314,gce,169,159
51311907440,aaf,24,139
51311940900,fac,136,34
51311965519,eba,107,140
51311977895,fdd,263,107
51311983448,cca,92,235
51311987604,dbc,62,104
51311996410,eff,72,247
51312039541,gec,261,261
51312045852,fba,241,187
51312058797,gac,6,65
51312085667,fda,220,222
51312105476,gea,191,184
51312152664,dfe,137,77
51312154956,ffd,128,239
51312159070,gda,126,164
51312181648,cbf,289,85
51312200528,abg,37,178
51312203546,ffe,120,34
51312233316,deg,133,202
51312242106,dbf,239,23
51312243368,egf,212,307
51312274760,cfb,227,159
51312282530,bgc,290,214
51312289641,cce,83,118
51312291674,agc,90,216
51312326603,bgb,256,211
51312356864,edg,125,197
51312367771,gca,231,51
51312381131,def,43,230
51312392376,bga,44,147
51312422197,afe,176,106
51312428612,dgb,169,175
51312436306,fgg,80,237
51312457943,dge,77,117
51312464322,aaa,43,169
51312473248,ffe,4,30
51312487809,aag,167,82
51312516652,fga,152,58
51312524945,cee,228,249
51312560651,gff,194,193
51312618991,bdb,266,249
51312625502,gdg,155,265
51312628444,fbe,94,119
51312651951,acc,210,211
51312656685,gcg,152,13
51312671707,ccb,204,47
51312679082,ceb,95,165
51312689991,aca,242,152
51312714006,cdf,102,25
51312724589,geb,178,230
51312727025,afb,247,199
51312741551,ded,80,199
51312754156,fce,235,208
51312774545,aff,83,18
51312784901,acg,260,186
51312798418,cec,174,121
51312805296,eag,223,220
51312829590,fdf,16,341
51312831230,acd,202,231
51312845973,ffg,159,6
51312863562,fdc,24,197
51312873863,gga,105,85
51312875929,efc,139,78
51312876905,ecf,275,20
51312883213,aec,120,197
51312895308,cgf,154,51
51312895962,fee,94,268
51312927777,gbf,115,7
51312955231,cfg,271,238
51312958595,bdg,153,86
51312982972,eac,153,286
51312991296,cag,206,46
51313003527,bdc,180,156
51313013916,baf,228,52
51313034422,adg,204,337
51313036100,ggf,33,269
51313045335,daa,141,60
51313055714,eab,175,258
51313075033,cae,196,107
51313099162,adg,145,333
51313129856,bdg,201,74
51313140882,ggg,44,199
51313165722,efg,76,81
51313170490,gfb,18,13
51313184374,beg,185,45
51313205927,bdb,229,276
51313206993,daf,216,61
51313228189,gab,211,191
51313230470,dgc,267,68
51313242334,ddg,174,99
51313244514,efe,103,258
51313261450,cag,291,36
51313265716,gbb,54,11
51313276450,acf,124,272
51313319943,cbe,40,49
51313321757,cef,251,188
51313344122,cfc,185,330
51313348624,gfa,297,198
51313349420,dfe,82,75
51313360190,ffc,137,114
51313414056,bgf,153,175
51313474943,dbf,114,25
51313479467,aed,227,262
51313494403,cea,18,8
51313494940,bdd,99,91
51313523530,gce,182,146
51313524243,acg,151,212
51313563007,cfe,54,132
51313563356,bdc,130,135
51313568709,dae,217,210
51313572213,gff,54,167
51313585735,ced,272,180
51313588878,dfb,12,211
51313596121,edg,189,183
51313607836,dad,102,107
51313608121,aca,294,126
51313611308,bba,183,146
51313613708,dbd,130,214
51313624350,cfa,104,296
51313628694,fgb,178,203
51313632522,gbe,271,6
51313634346,fca,63,120
51313645645,bfa,37,36
51313664317,gec,151,261
51313664617,fae,250,27
51313667593,fcc,290,275
51313674227,gdb,254,5
51313689485,gcc,198,57
51313710333,bda,171,97
51313716386,bda,57,85
51313735638,gcf,60,302
51313766228,dce,194,270
51313779742,ccb,155,44
51313793278,aga,167,19
51313822400,efc,71,80
51313855549,gdc,289,51
51313863666,eff,174,227
51313900697,cac,106,165
51313913663,ecb,230,135
51313926920,bgg,118,57
51313964387,eda,34,98
51313976000,ebe,102,95
51313992477,dee,15,77
51314016578,cbg,235,69
51314024021,fgf,40,254
51314027368,fge,5,93
51314068628,edd,246,104
51314085604,geb,299,195
51314097416,gad,62,295
51314104403,gba,20,210
51314118498,aad,197,95
51314129782,dce,183,283
51314143245,eaf,239,91
51314173286,dca,284,152
51314179571,cfd,6,222
51314221785,gde,44,59
51314237549,agc,175,203
51314249297,cgg,243,211
51314266508,cbb,231,218
51314296533,aea,61,155
51314299583,eea,20,44
51314300727,bef,64,130
51314323098,ceg,56,82
51314371938,ega,88,41
51314379440,agg,200,159
51314398480,edg,202,203
51314419714,ffa,86,306
51314426995,fde,259,142
51314447551,adb,186,17
51314495659,ggf,4,269
51314496718,aae,228,48
51314507677,aac,249,290
51314523454,fdb,161,78
51314538048,fec,13,42
51314623585,aac,54,234
51314638984,cad,80,284
51314640387,gfc,169,84
51314656192,dga,293,280
51314681274,fdg,236,45
51314705241,fbb,213,179
51314716334,ege,299,193
51314727734,dcd,85,261
51314748094,abf,187,255
51314764462,acf,113,228
51314774981,ccf,24,61
51314776671,fag,10,100
51314782699,afc,41,16
51314791025,bcb,72,231
51314810530,fgg,269,277
51314850686,bbb,21,23
51314867333,bbc,247,248
51314886659,faf,126,77
51314903842,ddg,35,97
51314909561,cgg,194,187
51314930941,dae,51,199
51314948801,ebc,183,179
51314951185,ebg,212,34
51314961644,gad,39,292
51315013051,bgd,13,54
51315014429,aef,296,203
51315041428,gcd,295,220
51315048506,bgd,297,45
51315049380,cda,251,214
51315075705,bfd,143,178
51315095819,cgb,266,220
51315139932,bbg,256,147
51315156791,dbg,256,141
51315161817,eae,209,344
51315208519,dba,54,5
51315225453,aga,226,21
51315230182,fce,200,224
51315243553,abg,283,174
51315243703,afg,173,76
51315257144,bab,275,85
51315282401,cac,248,155
51315284171,dgg,295,105
51315311719,ffg,286,7
51315323951,dda,143,266
51315325777,dgf,214,187
51315326716,eea,113,42
51315329516,aeb,147,128
51315336205,ddc,25,174
51315339126,fgf,248,236
51315354178,bbf,50,159
51315357370,efc,96,70
51315361487,gaa,97,154
51315371364,fae,295,31
51315373935,cfb,196,151
51315377860,eaa,45,21
51315380350,gdd,122,128
51315390384,eeg,16,124
51315390922,geg,283,121
51315397727,ebb,213,5
51315398817,ged,103,63
51315401591,efd,125,326
51315405268,ffa,97,309
51315433603,ege,62,220
51315466990,dag,87,259
51315468264,caf,132,215
51315482462,ebc,50,198
51315557658,aag,168,92
51315575895,gbc,241,165
51315579627,cga,282,123
51315601549,dcf,193,210
51315607759,cfa,167,269
51315613949,edb,10,210
51315615462,fef,173,243
51315623017,bcc,156,181
51315636429,edd,267,99
51315672220,eab,284,237
51315683600,bge,213,86
51315695775,dff,214,5
51315716917,edc,148,320
51315723599,bfg,176,89
51315736135,cba,159,54
51315737173,abd,195,61
51315764776,ebc,140,213
51315768738,dab,277,30
51315774966,cbb,81,244
51315777637,bbd,111,81
51315816250,acc,146,196
51315824828,bfa,145,42
51315841032,acf,239,225
51315853892,dcb,100,283
51315860315,fff,241,64
51315868952,cef,266,201
51315895915,cdf,279,26
51315927310,cdd,30,132
51315940424,ffb,76,122
51315944148,gbd,73,118
51315956894,fea,131,53
51315981237,ece,50,63
51315993219,bed,12,38
51315993682,ddf,134,6
51316007420,egb,23,247
51316019862,agb,171,213
51316031443,ccf,83,66
51316068646,bcf,5,80
51316093050,eec,102,196
51316094492,feg,195,24
51316095752,gab,173,202
51316109152,ggc,114,193
51316112985,ebd,220,272
51316129268,aaa,127,155
51316147545,cfe,146,133
51316153930,feb,130,238
51316157850,bdb,74,223
51316163551,beg,208,43
51316169859,fdd,251,105
51316185634,dag,87,290
51316201306,dde,270,133
51316239016,gge,172,460
51316262346,caf,95,178
51316262996,gbb,123,12
51316263775,bfa,86,38
51316269092,cdb,70,124
51316269440,eef,91,202
51316289655,fed,206,208
51316292668,fgc,229,205
51316309629,afd,23,185
51316325581,gea,154,193
51316335672,bad,100,210
51316345031,baf,119,47
51316376410,abc,104,134
51316391121,aae,13,53
51316397339,fgc,212,168
51316411951,cbd,136,32
51316420908,gcg,245,12
51316426958,eda,238,107
51316431599,gbf,233,7
51316433585,bab,99,94
51316438506,eag,194,206
51316462762,bbg,194,135
51316483798,abb,119,134
51316490284,fdc,208,198
51316492195,aed,242,209
51316508247,fee,208,214
51316510994,dfg,97,151
51316528650,gdf,90,34
51316532230,cde,45,190
51316580762,aab,154,238
51316584677,ddb,127,296
51316587476,fac,218,38
51316590711,fgb,8,200
51316617256,aee,271,140
51316652879,bfe,88,25
51316682635,bfc,205,283
51316684016,dbb,112,255
51316684697,cca,43,218
51316686665,edf,251,341
51316737507,cba,222,43
51316738218,eca,132,149
51316738901,agc,213,162
51316745330,dbc,4,84
51316762414,ffe,275,30
51316788533,egd,74,87
51316833744,fec,60,37
51316839533,ccc,216,302
51316921455,edg,110,196
51316922921,deb,48,72
51316929974,fea,24,43
51316930677,adf,236,309
51316933820,bfb,278,312
51316934343,caa,45,45
51316958375,dfg,200,126
51316960498,aed,144,215
51316960749,bcd,132,193
51316975641,cbc,65,149
51317003821,egc,38,175
51317014487,aab,186,261
51317020395,fae,121,25
51317036128,ddd,141,111
51317049285,bfe,56,24
51317075117,fce,130,266
51317081356,fbd,218,250
51317108134,caf,19,167
51317131333,gad,5,245
51317135103,cde,69,157
51317135599,bee,135,156
51317136887,faa,277,56
51317180386,bce,217,102
51317201888,gac,177,52
51317203442,cge,100,141
51317214207,fad,38,133
51317291900,gef,157,46
51317308476,feb,125,261
51317324248,gfa,200,205
51317326416,gaf,72,86
51317390531,acb,45,205
51317392898,bbf,61,131
51317446896,dec,229,191
51317460939,gdf,30,35
51317480901,ecc,132,158
51317505325,gcb,230,311
51317505690,fbc,249,29
51317508810,adg,197,266
51317515200,gag,181,195
51317530471,bge,282,75
51317543378,def,166,202
51317592772,eca,98,154
51317608121,ccd,247,173
51317615552,age,228,80
51317630953,ded,217,169
51317632861,aba,122,138
51317634205,dbc,236,94
51317667098,cgf,68,42
51317701071,gae,86,133
51317711952,dcb,219,291
51317727545,dfd,174,208
51317738665,dee,91,90
51317740116,deg,157,240
51317751524,ecg,293,85
51317846076,bde,187,32
51317864397,daa,116,62
51317877663,bcc,291,179
51317890418,cgd,74,11
51317906954,bea,178,41
51317922105,ggb,195,49
51317924108,cdg,196,219
51317936278,eea,142,39
51317963336,bee,247,126
51317972254,aca,188,136
